name,enabled,postOnly,priceIncrement,sizeIncrement,minProvideSize,last,bid,ask,price,type,baseCurrency,quoteCurrency,underlying,restricted,highLeverageFeeExempt,change1h,change24h,changeBod,quoteVolume24h,volumeUsd24h
LINK/USDT,true,false,0.0005,0.1,0.1,23.7605,23.72,23.741,23.741,spot,LINK,USDT,NaN,false,true,-0.0022903490155701707,-0.036602686361238486,-0.016935817805383023,2263245.0047,2263335.534500188
LRC-PERP,true,false,0.00005,1,1,0.25835,0.25795,0.25855,0.25835,future,NaN,NaN,LRC,false,false,-0.004623386630706993,0.032573940847322146,0.023776500891618785,859331.1838,859331.1838
LRC/USD,true,false,0.00005,1,1,0.2597,0.2576,0.25915,0.25915,spot,LRC,USD,NaN,false,true,-0.0025019245573518092,0.034118116520351155,0.02410590792333531,15053.3775,15053.3775
LTC-PERP,true,false,0.01,0.01,0.01,140.98,140.94,140.97,140.97,future,NaN,NaN,LTC,false,false,-0.0012752391073326248,-0.012745990615589326,-0.013988948730502902,31702325.467,31702325.467
LTC-0924,true,false,0.01,0.01,0.01,141.09,140.89,141.04,141.04,future,NaN,NaN,LTC,false,false,-0.0021225413895570966,-0.012670633531676584,-0.013361315145155648,971826.5023,971826.5023
LTC/BTC,true,false,2.5e-7,0.01,0.01,0.0035915,0.00358425,0.0035875,0.0035875,spot,LTC,BTC,NaN,false,true,-0.0038181187087816732,-0.012048192771084338,-0.0021556220012516514,6.964655655,273641.20797920093
LTC/USD,true,false,0.005,0.01,0.01,141.04,140.87,140.95,140.95,spot,LTC,USD,NaN,false,true,-0.0018412293746901778,-0.012955182072829132,-0.013818436242784678,9522901.6602,9522901.6602
LTC/USDT,true,false,0.005,0.01,0.01,140.9,140.905,140.95,140.905,spot,LTC,USDT,NaN,false,true,-0.0023012107909084474,-0.0132703081232493,-0.013926309527975087,9792607.94385,9792999.648167754
LUA/USD,true,false,0.00025,0.1,0.1,0.061,0.0605,0.061,0.061,spot,LUA,USD,NaN,false,true,0.008264462809917356,0.07017543859649122,0.00411522633744856,33884.781375,33884.781375
LUA/USDT,true,false,0.00025,0.1,0.1,0.06125,0.0605,0.061,0.061,spot,LUA,USDT,NaN,false,true,0,0.06550218340611354,0.012448132780082987,17067.77305,17068.455760922
LUNA-PERP,true,false,0.001,0.1,0.1,14.418,14.414,14.415,14.415,future,NaN,NaN,LUNA,false,false,-0.006889424733034792,-0.03306949288972364,-0.00736813111141716,82025917.8702,82025917.8702
MAPS-PERP,true,false,0.0001,1,1,0.4786,0.4707,0.4786,0.4786,future,NaN,NaN,MAPS,false,false,0.010557432432432432,0.06049191225348992,0.013768269434441855,558100.4397,558100.4397
MAPS/USD,true,false,0.0001,1,1,0.472,0.4724,0.4754,0.4724,spot,MAPS,USD,NaN,false,true,-0.0006346519991537973,0.03915530136383634,0.0027594990447887924,35511.9039,35511.9039
MAPS/USDT,true,false,0.0001,1,1,0.4673,0.4723,0.4752,0.4723,spot,MAPS,USDT,NaN,false,true,-0.0014799154334038055,0.039163916391639166,0.0025472298874973467,18987.3509,18988.110394036
MATH/USD,true,false,0.0001,0.1,0.1,1.1142,1.1004,1.1151,1.1142,spot,MATH,USD,NaN,false,true,0,0.01874371399835421,0.018650575973669776,18646.32037,18646.32037
MATH/USDT,true,false,0.0001,0.1,0.1,1.1116,1.1095,1.1133,1.1116,spot,MATH,USDT,NaN,false,true,0.0025252525252525255,0.017203513909224012,0.016273541780947157,261592.6412,261603.104905648
MATIC-PERP,true,false,0.0000025,1,1,1.05651,1.05627,1.05638,1.05638,future,NaN,NaN,MATIC,false,false,0.0002982770946864066,-0.0068069423290272844,0.0007033664491835502,40648533.3643275,40648533.3643275
MATIC/BTC,true,false,1e-8,10,10,0.00002687,0.00002685,0.00002689,0.00002687,spot,MATIC,BTC,NaN,false,true,-0.0022279985146676567,-0.0059193488716241215,0.013197586726998492,0.3590462,14106.919387724098
MATIC/USD,true,false,0.000001,10,10,1.056356,1.056,1.056418,1.056356,spot,MATIC,USD,NaN,false,true,0.0001808429554094294,-0.0070376925918580096,0.0009219401866431428,7940847.17078,7940847.17078
MEDIA-PERP,true,false,0.1,0.01,0.01,36.1,35.9,36.1,36.1,future,NaN,NaN,MEDIA,false,false,0,-0.010958904109589041,-0.005509641873278237,123681.482,123681.482
MEDIA/USD,true,false,0.1,0.01,0.01,35.9,35.9,36.2,35.9,spot,MEDIA,USD,NaN,false,true,0,-0.011019283746556474,-0.008287292817679558,45210.188,45210.188
MER-PERP,true,false,0.0001,1,1,0.4271,0.4268,0.4271,0.4271,future,NaN,NaN,MER,false,false,-0.0016362786348761104,0.014007597340930674,0.014489311163895487,105107.1305,105107.1305
MER/USD,true,false,0.0001,1,1,0.4259,0.4264,0.4281,0.4264,spot,MER,USD,NaN,false,true,-0.001638960430812456,0.01042654028436019,0.01042654028436019,136128.6782,136128.6782
MID-PERP,true,false,0.1,0.001,0.001,3052.6,3050.1,3052.6,3052.6,future,NaN,NaN,MID,false,false,-0.0011779333813232119,0.0163475944731147,0.010493561521400907,2658340.1358,2658340.1358
MID-0924,true,false,0.1,0.001,0.001,3052.3,3044.6,3052,3052,future,NaN,NaN,MID,false,false,0.0022001116474567365,0.01801200800533689,0.010361836660376733,332680.5578,332680.5578
MKR-PERP,true,false,0.5,0.001,0.001,2998,2995.5,2998,2998,future,NaN,NaN,MKR,false,false,-0.0008331944675887352,0.02829703309895387,0.008409014463504878,6159134.1545,6159134.1545
MKR/USD,true,false,0.5,0.001,0.001,2993,2994.5,2999.5,2994.5,spot,MKR,USD,NaN,false,true,-0.002996504078574996,0.027096552906877038,0.008588750421017177,1364316.6925,1364316.6925
MKR/USDT,true,false,0.5,0.001,0.001,2987.5,2990,3003.5,2990,spot,MKR,USDT,NaN,false,true,-0.0048260941920452655,0.023096663815226688,0.007582139848357203,1939773.6235,1939851.21444494
MOB/USD,true,false,0.0005,0.5,0.5,9.99,9.99,10,9.99,spot,MOB,USD,NaN,false,true,0.009192847762400242,0.00909090909090909,0.01586333129957291,302118.5315,302118.5315
MOB/USDT,true,false,0.0005,0.5,0.5,10,9.98,10,10,spot,MOB,USDT,NaN,false,true,0.005530417295123178,0.007962906965023686,0.01879680097804493,187412.79325,187420.28976173
MRNA-0924,true,false,0.01,0.01,0.01,412.9,412.47,412.73,412.73,future,NaN,NaN,MRNA,true,true,false,-0.011638209727244426,-0.005996820962381388,-0.014140690314104861,1389733.9652,1389733.9652
MRNA/USD,true,false,0.025,0.005,0.005,408.125,412.425,412.875,412.425,spot,MRNA,USD,NaN,true,true,true,-0.013809182209469154,-0.004705882352941176,-0.01492804681435481,1720393.601,1720393.601
MSTR-0924,true,false,0.025,0.005,0.005,682.025,681.55,681.8,681.8,future,NaN,NaN,MSTR,true,true,false,0.00478962493552428,0.03220922750842133,0.013828996282527881,147985.492125,147985.492125
MSTR/USD,true,false,0.25,0.005,0.005,683,680.5,682.25,682.25,spot,MSTR,USD,NaN,true,true,true,0.004416635995583364,0.032929598788796366,0.012991833704528583,14733.15625,14733.15625
MTA-PERP,true,false,0.0005,1,1,0.8645,0.8625,0.869,0.8645,future,NaN,NaN,MTA,false,false,-0.0005780346820809249,0.06794317479925881,0.04851425106124924,119032.387,119032.387
MTA/USD,true,false,0.0005,1,1,0.868,0.861,0.8745,0.868,spot,MTA,USD,NaN,false,true,0,0.07292954264524104,0.04894259818731118,20779.8705,20779.8705
MTA/USDT,true,false,0.0005,1,1,0.8645,0.859,0.8745,0.8645,spot,MTA,USDT,NaN,false,true,0.006402793946449359,0.064,0.04219409282700422,12275.62,12276.1110248
MTL-PERP,true,false,0.0005,0.1,0.1,2.013,2.009,2.0145,2.013,future,NaN,NaN,MTL,false,false,0.004491017964071856,0.022865853658536585,0.011557788944723618,761747.70615,761747.70615
MTL/USD,true,false,0.0005,0.1,0.1,1.995,2.0025,2.092,2.0025,spot,MTL,USD,NaN,false,true,0.003507892758707091,-0.032842308621106014,-0.03795339899111218,2794.2446,2794.2446
MVDA10-PERP,true,false,2.5,0.0001,0.0001,21352.5,21310,21342.5,21342.5,future,NaN,NaN,MVDA10,false,false,-0.0016372354110630336,0.0063656725215136154,0.0003515350363252871,64850.33925,64850.33925
MVDA25-PERP,true,false,2.5,0.0001,0.0001,17070,17052.5,17080,17070,future,NaN,NaN,MVDA25,false,false,-0.0024835646457268077,0.008120478369998524,0.006040960660085457,76900.912,76900.912
NEAR-PERP,true,false,0.0005,0.1,0.1,2.4485,2.449,2.451,2.449,future,NaN,NaN,NEAR,false,false,-0.005684125050751117,-0.0010197838058331635,-0.003661513425549227,1861643.86165,1861643.86165
NEO-PERP,true,false,0.0025,0.1,0.1,43.1775,43.18,43.23,43.18,future,NaN,NaN,NEO,false,false,-0.0022529027785800934,-0.01679285023054591,-0.01020057306590258,3198491.5395,3198491.5395
NFLX-0924,true,false,0.01,0.01,0.01,523.35,523.37,523.53,523.37,future,NaN,NaN,NFLX,true,true,false,-0.00019103291497124953,0.018368260268908216,0.012712848297213622,2214.5715,2214.5715
NFLX/USD,true,false,0.01,0.01,0.01,524.48,523.17,523.43,523.43,spot,NFLX,USD,NaN,true,true,true,0.00026753807640123066,0.01882201806290875,0.012182623324889293,82.9967,82.9967
NIO-0924,true,false,0.005,0.05,0.05,46.09,46.115,46.135,46.115,future,NaN,NaN,NIO,true,true,false,-0.00021680216802168022,0.022052304964539006,0.021599468320779795,205752.21625,205752.21625
NIO/USD,true,false,0.05,0.005,0.005,46.05,46.05,46.15,46.05,spot,NIO,USD,NaN,true,true,true,-0.0021668472372697724,0.022197558268590455,0.025612472160356347,448004.435,448004.435
NOK-0924,true,false,0.0005,0.1,0.1,6.251,6.1985,6.204,6.204,future,NaN,NaN,NOK,true,true,false,-0.0016092693916961698,-0.007518796992481203,-0.007518796992481203,0,0
NOK/USD,true,false,0.0005,0.1,0.1,6.28,6.186,6.193,6.193,spot,NOK,USD,NaN,true,true,true,-0.0016121231662098985,-0.008008970046452027,-0.00912,0,0
NVDA/USD,true,false,0.05,0.0025,0.0025,205.85,205.85,206.2,205.85,spot,NVDA,USD,NaN,true,true,true,0.0019469457288878072,0.020828167617158444,0.014289233801428923,8575.243125,8575.243125
OKB-PERP,true,false,0.0005,0.01,0.01,20.255,20.251,20.2795,20.255,future,NaN,NaN,OKB,false,false,0.013307319025464006,0.07149469674927923,0.08425673143835984,5076721.39134,5076721.39134
OKB-0924,true,false,0.0005,0.01,0.01,19.9525,20.208,20.259,20.208,future,NaN,NaN,OKB,false,false,0.013008496879464622,0.07718550106609808,0.09176368891650234,197232.565495,197232.565495
OKB/USD,true,false,0.0005,0.1,0.1,20.385,20.255,20.3565,20.3565,spot,OKB,USD,NaN,false,true,0.013315744935039077,0.07555543814228727,0.09276109187535228,105225.4589,105225.4589
OMG-PERP,true,false,0.0005,0.1,0.1,4.4095,4.408,4.4115,4.4095,future,NaN,NaN,OMG,false,false,-0.0050767148014440435,0.01695110701107011,0.0176552042464805,2144793.17345,2144793.17345
OMG-0924,true,false,0.0005,0.1,0.1,4.414,4.4235,4.4415,4.4235,future,NaN,NaN,OMG,false,false,-0.003604009460524834,0.017481311098332376,0.01736430542778289,35459.66775,35459.66775
OMG/USD,true,false,0.0005,0.5,0.5,4.4005,4.403,4.4145,4.403,spot,OMG,USD,NaN,false,true,-0.004746835443037975,0.015217892552455614,0.01568627450980392,41170.18925,41170.18925
ONT-PERP,true,false,0.00005,1,1,0.83495,0.83435,0.835,0.83495,future,NaN,NaN,ONT,false,false,-0.0031042922810578474,-0.00642589397274945,-0.013061465721040189,1018939.09955,1018939.09955
ORBS-PERP,true,false,0.000025,10,10,0.08525,0.08435,0.0848,0.0848,future,NaN,NaN,ORBS,false,false,-0.004110393423370522,0.061991233562930494,0.03383114903992685,177448.3675,177448.3675
ORBS/USD,true,false,0.000025,10,10,0.084675,0.0851,0.0852,0.0851,spot,ORBS,USD,NaN,false,true,-0.004969307220111079,0.06441525953721075,0.03527980535279805,98185.26275,98185.26275
OXY-PERP,true,false,0.0005,0.1,0.1,1.395,1.3865,1.388,1.388,future,NaN,NaN,OXY,false,false,0.0007209805335255948,0.020588235294117647,0.012030623405030989,103270.41135,103270.41135
OXY/USD,true,false,0.0001,1,1,1.3884,1.3852,1.3891,1.3884,spot,OXY,USD,NaN,false,true,0.0020207852193995382,0.02276243093922652,0.012987012987012988,185524.9896,185524.9896
OXY/USDT,true,false,0.0001,1,1,1.3899,1.3833,1.3889,1.3889,spot,OXY,USDT,NaN,false,true,0.002309302157754204,0.025699726755778748,0.013795620437956204,26823.4422,26824.515137688
PAXG-PERP,true,false,0.1,0.01,0.01,1808.1,1806.7,1806.8,1806.8,future,NaN,NaN,PAXG,false,false,-0.0009952449408382174,-0.006215279687585941,-0.006051270766861041,769915.05,769915.05
PAXG/USD,true,false,0.1,0.0001,0.0001,1809.4,1806.9,1807,1807,spot,PAXG,USD,NaN,false,true,0.001163499362845587,-0.0040235903654301935,-0.006214596051256668,349894.77214,349894.77214
PAXG/USDT,true,false,0.1,0.0001,0.0001,1804.8,1803.8,1814.6,1804.8,spot,PAXG,USDT,NaN,false,true,-0.0038635610994591013,-0.005619834710743801,-0.0067143643368189326,5362.39318,5362.6076757272
PENN-0924,true,false,0.01,0.01,0.01,70.09,72.01,72.32,72.01,future,NaN,NaN,PENN,true,true,false,0.021998296906045982,0.08188100961538461,0.0869433962264151,5043.8527,5043.8527
PENN/USD,true,false,0.01,0.01,0.01,66.21,72.12,72.23,72.12,spot,PENN,USD,NaN,true,true,true,0.025451443196360016,0.0841852074564041,0.08712692191739524,2.6484,2.6484
PERP-PERP,true,false,0.001,0.1,0.1,16.261,16.224,16.261,16.261,future,NaN,NaN,PERP,false,false,-0.0030042918454935624,-0.06787044998566924,-0.042569477154969386,20291570.8284,20291570.8284
PERP/USD,true,false,0.001,0.1,0.1,16.213,16.213,16.268,16.213,spot,PERP,USD,NaN,false,true,-0.005032218471923903,-0.0685395840514765,-0.044664427552884335,1865802.5995,1865802.5995
PFE-0924,true,false,0.01,0.01,0.01,44.88,44.93,44.95,44.93,future,NaN,NaN,PFE,true,true,false,0.0026779736665922785,-0.014044327408382708,-0.009042787825319806,7621.2667,7621.2667
PFE/USD,true,false,0.01,0.01,0.01,44.82,44.9,44.93,44.9,spot,PFE,USD,NaN,true,true,true,0.002455905336012503,-0.014486391571553995,-0.009704455227172474,16804.8365,16804.8365
TRUMP2024,true,false,0.001,0.1,0.1,0.128,0.123,0.128,0.128,future,NaN,NaN,PRESIDENT 2024,true,false,0,0,0,9.472,9.472
PRIV-PERP,true,false,0.1,0.001,0.001,3143.5,3140.9,3149.7,3143.5,future,NaN,NaN,PRIV,false,false,0.0038961453709322005,0.02839663689599895,0.01517842725658001,402877.5246,402877.5246
PRIV-0924,true,false,0.1,0.001,0.001,3151.5,3166.5,3171.7,3166.5,future,NaN,NaN,PRIV,false,false,0.0030727318803852,0.029019888210061094,0.015750304741130428,140747.8975,140747.8975
PROM-PERP,true,false,0.005,0.01,0.01,13.86,13.865,13.875,13.865,future,NaN,NaN,PROM,false,false,-0.009996429846483398,0.09561438166732517,0.10742811501597443,1071935.53935,1071935.53935
PROM/USD,true,false,0.005,0.01,0.01,13.905,13.835,13.94,13.905,spot,PROM,USD,NaN,false,true,-0.0067857142857142855,0.10051444400474871,0.10752688172043011,17769.108,17769.108
PUNDIX-PERP,true,false,0.0005,0.1,0.1,1.5165,1.513,1.5145,1.5145,future,NaN,NaN,PUNDIX,false,false,-0.008185985592665358,-0.02416237113402062,-0.03319502074688797,884833.2659,884833.2659
PUNDIX/USD,true,false,0.0005,0.1,0.1,1.515,1.5215,1.523,1.5215,spot,PUNDIX,USD,NaN,false,true,-0.0022950819672131148,-0.018387096774193548,-0.02996493465094039,31106.5912,31106.5912
PYPL-0924,true,false,0.025,0.005,0.005,278.675,280.2,280.325,280.2,future,NaN,NaN,PYPL,true,true,false,0.0034019695613249777,0.025903890160183067,0.016229939251065372,47.37475,47.37475
PYPL/USD,true,false,0.025,0.005,0.005,279.1,280.075,280.2,280.075,spot,PYPL,USD,NaN,true,true,true,0.0028645600214842,0.026291681934774644,0.016421702050444565,736.348,736.348
QTUM-PERP,true,false,0.001,0.1,0.1,8.023,8.018,8.028,8.023,future,NaN,NaN,QTUM,false,false,-0.015341188021600392,0.010198942331906321,0.004130162703379224,1639089.3443,1639089.3443
RAMP-PERP,true,false,0.0001,1,1,0.2143,0.2136,0.2146,0.2143,future,NaN,NaN,RAMP,false,false,-0.004644681839294009,0.05722742969906265,0.019990480723465015,1003840.0249,1003840.0249
RAMP/USD,true,false,0.0001,1,1,0.2103,0.2135,0.2142,0.2135,spot,RAMP,USD,NaN,false,true,-0.009280742459396751,0.05380059230009872,0.013770180436847104,10151.9234,10151.9234
RAY-PERP,true,false,0.0001,1,1,3.5201,3.5235,3.5329,3.5235,future,NaN,NaN,RAY,false,false,0.005364225183325249,0.03404255319148936,0.022756959159385793,2063820.9344,2063820.9344
RAY/USD,true,false,0.0001,1,1,3.5206,3.5206,3.5223,3.5206,spot,RAY,USD,NaN,false,true,0.0045081031727916,0.03276716829475784,0.02114453113669983,1401884.545,1401884.545
REEF-PERP,true,false,0.000005,10,10,0.01577,0.015765,0.0158,0.01577,future,NaN,NaN,REEF,false,false,0.002861685214626391,0.018404907975460124,0.018404907975460124,929571.7031,929571.7031
REEF-0924,true,false,0.000005,10,10,0.01549,0.0155,0.015585,0.0155,future,NaN,NaN,REEF,false,false,0.0038860103626943004,0.01639344262295082,0.01174934725848564,8880.5414,8880.5414
REEF/USD,true,false,0.000005,10,10,0.015765,0.015725,0.0158,0.015765,spot,REEF,USD,NaN,false,true,0.004780114722753346,0.020058233581365253,0.019728331177231564,175358.90345,175358.90345
REN-PERP,true,false,0.00005,1,1,0.43945,0.439,0.4396,0.43945,future,NaN,NaN,REN,false,false,0.017363120731566154,0.0011390818999886091,0.025554259043173863,2640963.262,2640963.262
REN/USD,true,false,0.00005,1,1,0.4392,0.4377,0.4404,0.4392,spot,REN,USD,NaN,false,true,0.015256588072122053,0.003427004797806717,0.028089887640449437,54135.5884,54135.5884
ROOK-PERP,true,false,0.05,0.001,0.001,163.8,163.8,164.15,163.8,future,NaN,NaN,ROOK,false,false,-0.011466505733252867,0.04099142040038131,0.0003053435114503817,1882601.78185,1882601.78185
ROOK/USD,true,false,0.05,0.001,0.001,163.5,163.45,163.5,163.5,spot,ROOK,USD,NaN,false,true,-0.013574660633484163,0.03908484270734033,-0.0009165902841429881,988797.27845,988797.27845
ROOK/USDT,true,false,0.05,0.001,0.001,164.2,163.6,164.25,164.2,spot,ROOK,USDT,NaN,false,true,-0.010247136829415311,0.043533523991102635,-0.004244996967859308,81880.01095,81883.286150438
RSR-PERP,true,false,0.000005,10,10,0.03791,0.03791,0.03793,0.03791,future,NaN,NaN,RSR,false,false,-0.009924262209454165,0.018949065985754604,0.020594965675057208,6468601.22945,6468601.22945
RSR/USD,true,false,0.000005,10,10,0.03792,0.03791,0.03796,0.03792,spot,RSR,USD,NaN,false,true,-0.005898545025560362,0.01894397420395002,0.021414141414141413,529203.45195,529203.45195
RUNE-PERP,true,false,0.0005,0.1,1,8.0845,8.0865,8.087,8.0865,future,NaN,NaN,RUNE,false,false,-0.019936977336080474,0.011634452993056859,0.02464521033958439,58767054.99805,58767054.99805
RUNE/USD,true,false,0.0005,0.1,1,8.085,8.0825,8.085,8.085,spot,RUNE,USD,NaN,false,true,-0.018751137811760424,0.012396694214876033,0.025624762146390968,15454112.29055,15454112.29055
RUNE/USDT,true,false,0.0005,0.1,1,8.0605,8.0795,8.0955,8.0795,spot,RUNE,USDT,NaN,false,true,-0.01965661590729843,0.01628930817610063,0.024797057331303905,1259820.9952,1259871.388039808
SAND-PERP,true,false,0.00005,1,1,0.62095,0.62125,0.6213,0.62125,future,NaN,NaN,SAND,false,false,-0.002488760436737315,-0.03592489137181874,-0.04905862544007347,17293787.43705,17293787.43705
SAND/USD,true,false,0.00005,1,1,0.6206,0.6206,0.621,0.6206,spot,SAND,USD,NaN,false,true,-0.0029721262752028274,-0.036036036036036036,-0.047502110352236976,180995.60365,180995.60365
SC-PERP,true,false,0.0000025,100,100,0.01568,0.0156525,0.0156775,0.0156775,future,NaN,NaN,SC,false,false,0.000319030148349019,-0.007753164556962025,-0.007124762507916403,2651678.24775,2651678.24775
SECO-PERP,true,false,0.0001,1,1,7.0629,7.0461,7.0582,7.0582,future,NaN,NaN,SECO,false,false,0.000028336639274582036,0.019956359012153004,0.008011882149640822,217148.3641,217148.3641
SECO/USD,true,false,0.0001,1,1,7.0297,7.0291,7.0525,7.0297,spot,SECO,USD,NaN,false,true,0.00011381581755324446,0.018310083583213826,0.0087100014349261,21509.3449,21509.3449
SHIB-PERP,true,false,1e-8,100000,100000,0.00000618,0.00000633,0.00000618,0.00000618,future,NaN,NaN,SHIB,false,false,-0.0032258064516129032,-0.022151898734177215,-0.008025682182985553,579598.009,579598.009
SHIB/USD,true,false,1e-8,100000,100000,0.00000617,0.00000616,0.00000618,0.00000617,spot,SHIB,USD,NaN,false,true,-0.0032310177705977385,-0.022187004754358162,-0.011217948717948718,226162.198,226162.198
SHIT-PERP,true,false,0.1,0.001,0.001,5184.8,5170.6,5182.1,5182.1,future,NaN,NaN,SHIT,false,false,-0.0007134868294187975,0.020359540827377086,0.01238595737198898,7774773.7944,7774773.7944
SHIT-0924,true,false,0.1,0.001,0.001,5101.6,5076.9,5092.5,5092.5,future,NaN,NaN,SHIT,false,false,-0.0006868131868131869,0.021175479756963243,0.014624135801239266,809877.4088,809877.4088
SKL-PERP,true,false,0.0001,1,1,0.2687,0.2687,0.2689,0.2687,future,NaN,NaN,SKL,false,false,-0.004814814814814815,-0.0025983667409057165,0.0007448789571694599,2797326.4553,2797326.4553
SKL/USD,true,false,0.0001,1,1,0.2694,0.2687,0.2689,0.2689,spot,SKL,USD,NaN,false,true,-0.0029662588060808304,-0.0014853323431117712,0.002609992542878449,427637.0898,427637.0898
SLP-PERP,true,false,0.000025,10,10,0.19625,0.195725,0.1966,0.19625,future,NaN,NaN,SLP,false,false,-0.005699810006333122,-0.09614277489925158,-0.07961073982881932,2857926.1995,2857926.1995
SLP/USD,true,false,0.000025,10,10,0.1988,0.19755,0.19875,0.19875,spot,SLP,USD,NaN,false,true,-0.00488171235448742,-0.09122085048010974,-0.0777262180974478,153805.87225,153805.87225
SLRS/USD,true,false,0.00001,1,1,0.27874,0.27874,0.27922,0.27874,spot,SLRS,USD,NaN,false,true,-0.000752823086574655,0.051849056603773584,0.04785534378406827,99861.0735,99861.0735
SLV-0924,true,false,0.0025,0.1,0.1,23.29,23.4175,23.4275,23.4175,future,NaN,NaN,SLV,true,true,false,0,-0.006048387096774193,-0.006786130845085357,1007.92825,1007.92825
SLV/USD,true,false,0.0025,0.1,0.1,23.3975,23.405,23.4075,23.405,spot,SLV,USD,NaN,true,true,true,0,-0.006051597834164986,-0.0042544139544777706,77923.9935,77923.9935
SNX-PERP,true,false,0.0005,0.1,0.1,10.211,10.209,10.216,10.211,future,NaN,NaN,SNX,false,false,-0.00136919315403423,0.057751074739731706,0.05835406301824212,24766005.3657,24766005.3657
SNX/USD,true,false,0.0005,0.1,0.1,10.208,10.193,10.209,10.208,spot,SNX,USD,NaN,false,true,-0.001564945226917058,0.05645536869340233,0.05892116182572614,909580.1946,909580.1946
SNY/USD,true,false,0.0001,1,1,2.282,2.2727,2.2773,2.2773,spot,SNY,USD,NaN,false,true,-0.0020595968448729185,0.016924176118603196,-0.0016658629608522204,8681.5857,8681.5857
SOL-PERP,true,false,0.0025,1,1,36.6425,36.645,36.655,36.645,future,NaN,NaN,SOL,false,false,0.00013646288209606986,0.03305377405032067,0.023746333286771896,158448157.78,158448157.78
SOL-0924,true,false,0.0025,1,1,36.72,36.67,36.7375,36.72,future,NaN,NaN,SOL,false,false,-0.0007483502279066603,0.03276613697089017,0.024625043599581443,2836285.0825,2836285.0825
SOL/BTC,true,false,2.5e-7,0.1,0.1,0.000932,0.00093175,0.00093325,0.000932,spot,SOL,BTC,NaN,false,true,-0.0005361930294906167,0.036419238254100636,0.03498056635202665,37.612601375,1477798.4993566999
SOL/USD,true,false,0.0025,0.1,0.1,36.6325,36.6375,36.6525,36.6375,spot,SOL,USD,NaN,false,true,0.00040958427196395656,0.034227240649259,0.023322393687591647,29909203.06575,29909203.06575
SOL/USDT,true,false,0.0025,0.1,0.1,36.665,36.61,36.6475,36.6475,spot,SOL,USDT,NaN,false,true,0.0016399043389135634,0.033561305788620176,0.023601703791634662,5656263.147,5656489.39752588
SPY-0924,true,false,0.01,0.001,0.001,438.96,439.33,439.47,439.33,future,NaN,NaN,SPY,true,true,false,-0.0002730686084878826,0.0029220408629151923,0.0028533601168736302,6003.16846,6003.16846
SPY/USD,true,false,0.01,0.001,0.001,441.33,440.78,441.03,441.03,spot,SPY,USD,NaN,true,true,true,-0.00024935394659291837,0.0034583968510386565,0.001862747325140274,118053.01155,118053.01155
SQ-0924,true,false,0.025,0.005,0.005,286.25,287.4,287.5,287.4,future,NaN,NaN,SQ,true,true,false,0.004982953055337005,0.08432371250707414,0.07640449438202247,84813.58475,84813.58475
SQ/USD,true,false,0.025,0.005,0.005,286.6,287.175,287.375,287.175,spot,SQ,USD,NaN,true,true,true,0.005866900175131348,0.08449773413897281,0.0756625152167806,3616.1865,3616.1865
SRM-PERP,true,false,0.001,1,1,4.408,4.407,4.414,4.408,future,NaN,NaN,SRM,false,false,-0.0063119927862939585,-0.006983554854697004,-0.019572953736654804,23887257.498,23887257.498
SRM/USD,true,false,0.001,1,1,4.406,4.404,4.41,4.406,spot,SRM,USD,NaN,false,true,-0.005417607223476298,-0.007210455159981974,-0.020453534904401955,7491335.933,7491335.933
SRM/USDT,true,false,0.001,1,1,4.404,4.402,4.409,4.404,spot,SRM,USDT,NaN,false,true,-0.006093432633716994,-0.007213706041478809,-0.020898176967541128,7391126.536,7391422.18106144
SRN-PERP,true,false,0.000005,10,10,0.010995,0.01083,0.01094,0.01094,future,NaN,NaN,SRN,false,false,0.005977011494252874,0.0195712954333644,0.006439742410303588,97688.1497,97688.1497
STEP-PERP,true,false,0.0005,0.1,0.1,0.182,0.182,0.1825,0.182,future,NaN,NaN,STEP,false,false,-0.00546448087431694,0.04,0.02247191011235955,601692.5793,601692.5793
STEP/USD,true,false,0.0005,0.1,0.1,0.182,0.182,0.183,0.182,spot,STEP,USD,NaN,false,true,-0.008174386920980926,0.031161473087818695,0.0196078431372549,47256.2764,47256.2764
STMX-PERP,true,false,0.000005,10,10,0.02421,0.024125,0.02418,0.02418,future,NaN,NaN,STMX,false,false,-0.013866231647634585,0.1058769723302081,0.04993486756404689,3547833.72295,3547833.72295
STMX/USD,true,false,0.000005,10,10,0.024315,0.02409,0.024235,0.024235,spot,STMX,USD,NaN,false,true,-0.0073725168953512185,0.10334623264284089,0.05553135888501742,25801.24465,25801.24465
STORJ-PERP,true,false,0.0005,0.1,0.1,1.062,1.062,1.064,1.062,future,NaN,NaN,STORJ,false,false,-0.0023485204321277596,-0.027472527472527472,-0.016666666666666666,592044.19255,592044.19255
STORJ/USD,true,false,0.0005,0.1,0.1,1.06,1.062,1.0625,1.062,spot,STORJ,USD,NaN,false,true,0,-0.026581118240146653,-0.017121702915316984,293070.8906,293070.8906
STX-PERP,true,false,0.00025,1,1,1.3205,1.32225,1.32575,1.32225,future,NaN,NaN,STX,false,false,0.004558404558404558,-0.025069124423963134,-0.02775735294117647,966950.6345,966950.6345
SUN/USD,true,false,5e-7,0.001,0.001,0.025019,0.0249255,0.024986,0.024986,spot,SUN,USD,NaN,false,true,-0.0013189975618529918,-0.03801951989527788,-0.0246511174002147,9491.627943739,9491.627943739
