name,enabled,postOnly,priceIncrement,sizeIncrement,minProvideSize,last,bid,ask,price,type,baseCurrency,quoteCurrency,underlying,restricted,highLeverageFeeExempt,change1h,change24h,changeBod,quoteVolume24h,volumeUsd24h
BULL/USD,true,false,2.5,0.00001,0.00001,6610,6575,6597.5,6597.5,spot,BULL,USD,NaN,false,true,0.006867607783288821,-0.003775009437523594,-0.030492285084496695,2213451.98355,2213451.98355
BULL/USDT,true,false,2.5,0.00001,0.00001,6590,6575,6590,6590,spot,BULL,USDT,NaN,false,true,0.009188361408882083,-0.006033182503770739,-0.032305433186490456,1183678.02415,1183725.371270966
BULLSHIT/USD,true,false,0.025,0.001,0.001,63.25,62.475,63.175,63.175,spot,BULLSHIT,USD,NaN,false,true,-0.004334121355397951,0.05820770519262981,0.03948992184286302,22837.350875,22837.350875
BVOL/BTC,true,false,0.00005,0.0001,0.0001,0.0196,0.0198,0.0204,0.0198,spot,BVOL,BTC,NaN,false,true,0.01020408163265306,0.01020408163265306,0.01020408163265306,0,0
BVOL/USD,true,false,0.1,0.0001,0.0001,782.8,783.8,787.8,783.8,spot,BVOL,USD,NaN,false,true,0.008232570105479805,0.001533350370559673,0.001533350370559673,267.68432,267.68432
BVOL/USDT,true,false,0.1,0.0001,0.0001,780.6,783.5,791.8,783.5,spot,BVOL,USDT,NaN,false,true,0.015159367711842446,0.013190223716539506,0.01660827818865966,186.61607,186.6235346428
COMPBEAR/USD,true,false,1e-8,10000,10000,0.00000462,0.0000043,0.00000447,0.00000447,spot,COMPBEAR,USD,NaN,false,true,0.05673758865248227,-0.29160063391442154,-0.15019011406844107,20445.6518,20445.6518
COMPBEAR/USDT,true,false,1e-8,10000,10000,0.00000428,0.0000043,0.0000045,0.0000043,spot,COMPBEAR,USDT,NaN,false,true,0.004672897196261682,-0.31746031746031744,-0.16666666666666666,953.1916,953.229727664
COMPBULL/USD,true,false,0.005,0.01,0.01,12.21,12.21,12.235,12.21,spot,COMPBULL,USD,NaN,false,true,-0.01888308557653676,0.27619545335772144,0.12950971322849214,1937274.953875,1937274.953875
COMPBULL/USDT,true,false,0.005,0.01,0.01,12.1,12.015,12.435,12.1,spot,COMPBULL,USDT,NaN,false,true,-0.03968253968253968,0.2736842105263158,0.12037037037037036,16238.814475,16239.464027579
COMPHALF/USD,true,false,1,0.00001,0.00001,19338,19231,19299,19299,spot,COMPHALF,USD,NaN,false,true,-0.002016754576481539,0.05223270268796685,0.023493848112006787,20726.18674,20726.18674
COMPHEDGE/USD,true,false,0.005,0.001,0.001,57.475,54.3,54.625,54.625,spot,COMPHEDGE,USD,NaN,false,true,0.008399483108731771,-0.09740581625908791,-0.03591599011648429,28582.9495,28582.9495
CUSDTBEAR/USD,true,false,2.5,0.00001,0.00001,10387.5,10407.5,10480,10407.5,spot,CUSDTBEAR,USD,NaN,false,true,0,-0.0014391940513312545,-0.0014391940513312545,0,0
CUSDTBEAR/USDT,true,false,2.5,0.00001,0.00001,10257.5,10405,10480,10405,spot,CUSDTBEAR,USDT,NaN,false,true,-0.0004803073967339097,-0.002157755933828818,-0.0016790597265531303,0,0
CUSDTBULL/USD,true,false,1,0.00001,0.00001,4062,4048,4077,4062,spot,CUSDTBULL,USD,NaN,false,true,0,0,0,0,0
CUSDTBULL/USDT,true,false,1,0.00001,0.00001,4069,4046,4076,4069,spot,CUSDTBULL,USDT,NaN,false,true,0,0.0022167487684729066,0,2.07519,2.0752730076
CUSDTHALF/USD,true,false,0.25,0.00001,0.00001,5333.5,5334,5335.5,5334,spot,CUSDTHALF,USD,NaN,false,true,-0.0005152948892115988,-0.0008429334082607474,-0.0008429334082607474,11.040345,11.040345
CUSDTHEDGE/USD,true,false,0.5,0.00001,0.00001,6607.5,6486.5,6516,6516,spot,CUSDTHEDGE,USD,NaN,false,true,-0.00023014959723820482,-0.00015344483658124905,0.00007674008134448623,0,0
DEFIBEAR/USD,true,false,0.0000025,10,10,0.0055025,0.00541,0.00543,0.00543,spot,DEFIBEAR,USD,NaN,false,true,0.00788863109048724,-0.13535031847133758,-0.09575353871773522,14595.12555,14595.12555
DEFIBEAR/USDT,true,false,0.0000025,10,10,0.0054075,0.00536,0.00549,0.0054075,spot,DEFIBEAR,USDT,NaN,false,true,0.023663038334122102,-0.14438291139240506,-0.10730499380932729,7854.769725,7855.083915789
DEFIBULL/USD,true,false,0.025,0.001,0.001,70.275,70.175,70.45,70.275,spot,DEFIBULL,USD,NaN,false,true,-0.010559662090813094,0.13713592233009708,0.08156983455175067,112959.535845,112959.535845
DEFIBULL/USDT,true,false,0.025,0.001,0.001,70.2,69.95,70.5,70.2,spot,DEFIBULL,USDT,NaN,false,true,-0.012658227848101266,0.13408723747980614,0.096875,10246.69834,10247.1082079336
DEFIHALF/USD,true,false,1,0.00001,0.00001,15130,15326,15377,15326,spot,DEFIHALF,USD,NaN,false,true,-0.0007172197952663494,0.02405452358679674,0.012954395241242565,65.2103,65.2103
DEFIHEDGE/USD,true,false,0.025,0.001,0.001,259.625,215.275,216.1,216.1,spot,DEFIHEDGE,USD,NaN,false,true,0.0031333410699779505,-0.04822726271746312,-0.03170157947798813,0,0
DOGEBEAR2021/USD,true,false,0.025,0.001,0.001,64.65,64.6,64.925,64.65,spot,DOGEBEAR2021,USD,NaN,false,true,0.0038819875776397515,0.02619047619047619,0.03316020775069916,1314481.072775,1314481.072775
DOGEBULL/USD,true,false,0.05,0.001,0.001,120.05,119.25,119.8,119.8,spot,DOGEBULL,USD,NaN,false,true,-0.0016666666666666668,-0.027991886409736308,-0.028779894608836645,1376460.8144,1376460.8144
DOGEHALF/USD,true,false,5,0.000001,0.000001,129300,125090,125540,125540,spot,DOGEHALF,USD,NaN,false,true,-0.0015111747395211961,-0.004717168113529156,-0.006292792971068983,0,0
DOGEHEDGE/USD,true,false,0.0001,0.1,0.1,0.8437,0.8493,0.8533,0.8493,spot,DOGEHEDGE,USD,NaN,false,true,0.0016511381059087157,0.006041222459132907,0.009269162210338681,1097.03739,1097.03739
DRGNBEAR/USD,true,false,5e-8,1000,1000,0.0001541,0.00014645,0.00014865,0.00014865,spot,DRGNBEAR,USD,NaN,false,true,0.006772773450728073,-0.01163563829787234,-0.00999000999000999,0.607,0.607
DRGNBULL/USD,true,false,0.005,0.01,0.01,11.125,11.15,11.255,11.15,spot,DRGNBULL,USD,NaN,false,true,-0.008888888888888889,0.006999322646195529,0.00904977375565611,1770.555475,1770.555475
DRGNHALF/USD,true,false,1,0.00001,0.00001,16626,19230,19309,19230,spot,DRGNHALF,USD,NaN,false,true,-0.0018685767673621925,0.0019277861720418902,0.0013538846073734639,0,0
DRGNHEDGE/USD,true,false,0.01,0.001,0.001,102.56,98.49,99.11,99.11,spot,DRGNHEDGE,USD,NaN,false,true,0.0027316875758802103,-0.004719823257682266,-0.0029175050301810867,22.2827,22.2827
EOSBEAR/USD,true,false,1e-8,1000,1000,0.00007863,0.00007884,0.00007978,0.00007884,spot,EOSBEAR,USD,NaN,false,true,-0.010169491525423728,0.018604651162790697,0.0062539885130823225,46176.41263,46176.41263
EOSBEAR/USDT,true,false,1e-8,1000,1000,0.00008034,0.0000788,0.00007978,0.00007978,spot,EOSBEAR,USDT,NaN,false,true,0.0012550200803212851,0.030083925112976112,0.01449643947100712,3291.25936,3291.3910103744
EOSBULL/USD,true,false,5e-7,100,100,0.001445,0.001446,0.0014515,0.001446,spot,EOSBULL,USD,NaN,false,true,-0.004817618719889883,-0.020656959024720624,-0.01699524133242692,77996.7662,77996.7662
EOSBULL/USDT,true,false,5e-7,100,100,0.0014485,0.0014455,0.0014525,0.0014485,spot,EOSBULL,USDT,NaN,false,true,-0.0020668274199104374,-0.01929587000677048,-0.013619339462036091,16650.176,16650.84200704
EOSHALF/USD,true,false,0.5,0.00001,0.00001,8797.5,8898.5,8919.5,8898.5,spot,EOSHALF,USD,NaN,false,true,0,-0.00330421146953405,-0.002578041809112817,0,0
EOSHEDGE/USD,true,false,0.025,0.001,0.001,224.15,211.225,211.85,211.85,spot,EOSHEDGE,USD,NaN,false,true,0.0015364614111807115,0.006652411499168448,0.004981024667931689,0,0
ETCBEAR/USD,true,false,1e-8,100000,100000,2.7e-7,2.8e-7,3e-7,2.8e-7,spot,ETCBEAR,USD,NaN,false,true,0.037037037037037035,-0.034482758620689655,-0.034482758620689655,475.108,475.108
ETCBULL/USD,true,false,0.005,0.01,0.01,16.245,15.93,16.14,16.14,spot,ETCBULL,USD,NaN,false,true,-0.03063063063063063,0.037942122186495175,0.03296,66183.5252,66183.5252
ETCHALF/USD,true,false,1,0.00001,0.00001,24260,26646,26770,26646,spot,ETCHALF,USD,NaN,false,true,-0.0051151850054138815,0.0033890646181653863,0.0032001807160874965,0,0
ETCHEDGE/USD,true,false,0.0025,0.01,0.01,22.245,21.5425,21.645,21.645,spot,ETCHEDGE,USD,NaN,false,true,0.00979706088173548,-0.008588114050154586,-0.005741846577859439,0,0
ETHBEAR/USD,true,false,1e-8,100000,100000,6.8e-7,6.7e-7,6.8e-7,6.8e-7,spot,ETHBEAR,USD,NaN,false,true,0.014925373134328358,-0.0684931506849315,-0.04225352112676056,79961.866,79961.866
ETHBEAR/USDT,true,false,1e-8,100000,100000,6.9e-7,6.7e-7,6.8e-7,6.8e-7,spot,ETHBEAR,USDT,NaN,false,true,0.030303030303030304,-0.05555555555555555,-0.02857142857142857,63695.5,63698.04782
ETHBULL/USD,true,false,0.5,0.0001,0.0001,1195,1195,1198,1195,spot,ETHBULL,USD,NaN,false,true,-0.018077239112571898,0.06935123042505593,0.04824561403508772,4940130.25546,4940130.25546
ETHBULL/USDT,true,false,0.5,0.0001,0.0001,1202.5,1195.5,1198.5,1198.5,spot,ETHBULL,USDT,NaN,false,true,-0.01600985221674877,0.0739247311827957,0.051777095217200524,853007.42585,853041.546147034
ETHHALF/USD,true,false,1,0.00001,0.00001,26722,26575,26621,26621,spot,ETHHALF,USD,NaN,false,true,-0.003630511265813309,0.01490659550133435,0.009824747742963356,55540.39964,55540.39964
ETHHEDGE/USD,true,false,0.0025,0.01,0.01,25.6025,25.5025,25.5975,25.5975,spot,ETHHEDGE,USD,NaN,false,true,0.006388834283467663,-0.02374141876430206,-0.015670063449336667,8454.67215,8454.67215
EXCHBEAR/USD,true,false,0.000001,100,100,0.002662,0.002503,0.002538,0.002538,spot,EXCHBEAR,USD,NaN,false,true,-0.006653620352250489,-0.053691275167785234,-0.026840490797546013,0.7997,0.7997
EXCHBULL/USD,true,false,2.5,0.00001,0.00001,7290,7262.5,7370,7290,spot,EXCHBULL,USD,NaN,false,true,0.008996539792387544,0.05346820809248555,0.028208744710860368,1127.361275,1127.361275
EXCHHALF/USD,true,false,1,0.00001,0.00001,17233,19286,19359,19286,spot,EXCHHALF,USD,NaN,false,true,0.0007264425072644251,0.007996654993989442,0.006523667867021554,0,0
EXCHHEDGE/USD,true,false,0.01,0.001,0.001,150.25,145,145.93,145.93,spot,EXCHHEDGE,USD,NaN,false,true,-0.0017102202763715968,-0.016975412596833953,-0.012852600960562809,0,0
GRTBEAR/USD,true,false,0.0000025,10,10,0.0052625,0.0053175,0.005405,0.0053175,spot,GRTBEAR,USD,NaN,false,true,0.07261724659606657,-0.0070028011204481795,-0.061755624172915746,38571.445125,38571.445125
GRTBULL/USD,true,false,0.00025,0.1,0.1,0.752,0.751,0.75625,0.752,spot,GRTBULL,USD,NaN,false,true,-0.056165673046752435,0.018970189701897018,0.0647787610619469,275762.090325,275762.090325
HALF/USD,true,false,1,0.00001,0.00001,14856,15134,15165,15134,spot,HALF,USD,NaN,false,true,0.0017872509432713313,-0.0008582557602165445,-0.007215953817895565,212537.41635,212537.41635
HALFSHIT/USD,true,false,1,0.00001,0.00001,20968,21975,22070,21975,spot,HALFSHIT,USD,NaN,false,true,0.000045508328024028396,0.008628998944324597,0.005352731265440571,0,0
HEDGE/USD,true,false,0.01,0.001,0.001,125,120.57,120.83,120.83,spot,HEDGE,USD,NaN,false,true,-0.0017349636483807006,0.0035714285714285713,0.013759543585871298,51155.21025,51155.21025
HEDGESHIT/USD,true,false,0.01,0.001,0.001,96.59,94.14,94.7,94.7,spot,HEDGESHIT,USD,NaN,false,true,0.0009512736497199028,-0.013849838592106633,-0.006400167873255692,9.85218,9.85218
HTBEAR/USD,true,false,0.000005,10,10,0.011765,0.0116,0.01179,0.011765,spot,HTBEAR,USD,NaN,false,true,0.009871244635193134,-0.0584233693477391,-0.051592099959693674,19253.77225,19253.77225
HTBULL/USD,true,false,0.0025,0.01,0.01,8.06,8.0075,8.1275,8.06,spot,HTBULL,USD,NaN,false,true,0,0.05739586749754018,0.060177573166721475,45021.868425,45021.868425
HTHALF/USD,true,false,0.5,0.00001,0.00001,10562.5,10598,10637.5,10598,spot,HTHALF,USD,NaN,false,true,0.001417367476140981,0.006027813375100859,0.005312084993359893,0,0
HTHEDGE/USD,true,false,0.05,0.0001,0.0001,348.25,327.7,329.65,329.65,spot,HTHEDGE,USD,NaN,false,true,-0.0021189647343726353,-0.01904478500223181,-0.017875763444063757,0,0
IBVOL/BTC,true,false,0.00005,0.00001,0.00001,0.0852,0.08285,0.0846,0.0846,spot,IBVOL,BTC,NaN,false,true,-0.0168506682161534,-0.004120070629782225,-0.004120070629782225,0.0018489865,72.6466496637205
IBVOL/USD,true,false,0.5,0.00001,0.00001,3306.5,3256,3306.5,3306.5,spot,IBVOL,USD,NaN,false,true,-0.001359106010268801,-0.014015207991650515,-0.0015098897780462027,89374.42638,89374.42638
IBVOL/USDT,true,false,0.5,0.00001,0.00001,3301,3275,3306.5,3301,spot,IBVOL,USDT,NaN,false,true,-0.0066205236232320195,-0.015214797136038186,-0.00751653638003608,16832.89674,16833.5700558696
KNCBEAR/USD,true,false,0.000001,10,10,0.00327,0.00311,0.003193,0.003193,spot,KNCBEAR,USD,NaN,false,true,0.03972647346141322,-0.07796708056598325,-0.0451555023923445,35211.96529,35211.96529
KNCBEAR/USDT,true,false,0.000001,10,10,0.003143,0.003115,0.003197,0.003143,spot,KNCBEAR,USDT,NaN,false,true,0.014525500322788897,-0.09135588320323793,-0.08153126826417299,28779.99685,28781.148049874
KNCBULL/USD,true,false,0.00025,0.1,0.1,0.98675,0.98625,0.99275,0.98675,spot,KNCBULL,USD,NaN,false,true,-0.0242274412855377,0.07080846446011937,0.05591225254146603,46858.1056,46858.1056
KNCBULL/USDT,true,false,0.00025,0.1,0.1,0.992,0.98,1.003,0.992,spot,KNCBULL,USDT,NaN,false,true,-0.022660098522167486,0.07709011943539631,0.0632368703108253,26388.232575,26389.288104303
KNCHALF/USD,true,false,0.5,0.00001,0.00001,7793.5,7919.5,7970,7919.5,spot,KNCHALF,USD,NaN,false,true,-0.0027074675733534817,0.012335421193915378,0.008147158042136083,22437.264665,22437.264665
KNCHEDGE/USD,true,false,0.05,0.0001,0.0001,409.55,402.6,406.1,406.1,spot,KNCHEDGE,USD,NaN,false,true,0.006318919588650725,-0.021917148362235066,-0.021917148362235066,25664.86111,25664.86111
LEOBEAR/USD,true,false,0.005,0.01,0.01,15.07,14.485,15.56,15.07,spot,LEOBEAR,USD,NaN,false,true,0,0,0,0,0
LEOBULL/USD,true,false,0.25,0.0001,0.0001,959.75,923.75,938.5,938.5,spot,LEOBULL,USD,NaN,false,true,-0.011324730050039505,-0.034713293905888405,0.015967523680649527,2721.599375,2721.599375
LEOHALF/USD,true,false,0.5,0.00001,0.00001,9216,10645,10936.5,10645,spot,LEOHALF,USD,NaN,false,true,0.0005639627784566219,-0.0000469682025268893,0.0026372798342281247,0,0
LEOHEDGE/USD,true,false,0.1,0.0001,0.0001,1548.6,1486.4,1562.1,1548.6,spot,LEOHEDGE,USD,NaN,false,true,0,0,0,0,0
LINKBEAR/USD,true,false,1e-8,1000000,1000000,6e-8,9e-8,7e-8,7e-8,spot,LINKBEAR,USD,NaN,false,true,0.16666666666666666,0.16666666666666666,0.16666666666666666,7615.38,7615.38
LINKBEAR/USDT,true,false,1e-8,1000000,1000000,6e-8,7e-8,7e-8,7e-8,spot,LINKBEAR,USDT,NaN,false,true,0.16666666666666666,0.4,0.16666666666666666,11246,11246.44984
LINKBULL/USD,true,false,0.0005,0.1,0.1,2.253,2.251,2.256,2.253,spot,LINKBULL,USD,NaN,false,true,-0.010540184453227932,-0.10364034215237716,-0.048162230671736375,351338.70475,351338.70475
LINKBULL/USDT,true,false,0.0005,0.1,0.1,2.253,2.2365,2.2615,2.253,spot,LINKBULL,USDT,NaN,false,true,-0.0142200831327937,-0.11316669946860854,-0.04976803036693378,326375.89145,326388.946485658
LINKHALF/USD,true,false,1,0.00001,0.00001,19753,19674,19728,19728,spot,LINKHALF,USD,NaN,false,true,-0.0012656305371336,-0.016844413435662314,-0.008892238131122833,7207.67217,7207.67217
LINKHEDGE/USD,true,false,0.0025,0.01,0.01,17.415,17.245,17.32,17.32,spot,LINKHEDGE,USD,NaN,false,true,0.0026049204052098407,0.04463208685162847,0.02213042195337858,32570.241275,32570.241275
LTCBEAR/USD,true,false,0.0000025,10,10,0.009175,0.00922,0.00929,0.00922,spot,LTCBEAR,USD,NaN,false,true,0.004904632152588556,0.03566413928671722,0.03653738055087127,7298.98265,7298.98265
LTCBEAR/USDT,true,false,0.0000025,10,10,0.0091225,0.0091775,0.009315,0.0091775,spot,LTCBEAR,USDT,NaN,false,true,-0.010778765831312315,0.03994334277620397,0.04112308564946115,35329.71815,35331.131338726
LTCBULL/USD,true,false,0.00005,1,1,0.11305,0.113,0.1134,0.11305,spot,LTCBULL,USD,NaN,false,true,-0.008333333333333333,-0.04032258064516129,-0.048,65259.7031,65259.7031
LTCBULL/USDT,true,false,0.00005,1,1,0.1152,0.11275,0.1141,0.1141,spot,LTCBULL,USDT,NaN,false,true,0.01152482269503546,-0.041176470588235294,-0.033460398136382886,45090.1414,45091.945005656
LTCHALF/USD,true,false,0.5,0.00001,0.00001,11838.5,11910,11950.5,11910,spot,LTCHALF,USD,NaN,false,true,-0.001467197652483756,-0.0069621044732563475,-0.0070862859524802,10661.397945,10661.397945
LTCHEDGE/USD,true,false,0.05,0.0001,0.0001,615.7,609.45,610.95,610.95,spot,LTCHEDGE,USD,NaN,false,true,0.0013111529951651234,0.013772504770596532,0.01554188829787234,0,0
MATICBEAR2021/USD,true,false,0.0001,0.1,0.1,0.3312,0.3283,0.3313,0.3312,spot,MATICBEAR2021,USD,NaN,false,true,0.005159332321699545,0.02857142857142857,-0.004807692307692308,409980.67131,409980.67131
MATICBULL/USD,true,false,0.00025,0.1,0.1,0.73675,0.735,0.73725,0.73675,spot,MATICBULL,USD,NaN,false,true,0.0030633083730428863,-0.018648018648018648,0.00477326968973747,596787.842125,596787.842125
MATICHALF/USD,true,false,5,0.000001,0.000001,64955,65785,66070,65785,spot,MATICHALF,USD,NaN,false,true,0.0003041131300843914,-0.0028798787419477075,0.0007606298014756218,0,0
MATICHEDGE/USD,true,false,0.00005,0.1,0.1,0.60085,0.5999,0.6041,0.60085,spot,MATICHEDGE,USD,NaN,false,true,0,0.0036749352710264763,0,49.99072,49.99072
MIDBEAR/USD,true,false,2.5e-7,100,100,0.00089175,0.00089125,0.0009,0.00089175,spot,MIDBEAR,USD,NaN,false,true,-0.007788595271210014,-0.057097541633624106,-0.030706521739130434,181.84295,181.84295
MIDBULL/USD,true,false,0.05,0.001,0.001,173.3,174.15,175.6,174.15,spot,MIDBULL,USD,NaN,false,true,-0.011634506242905789,0.04469106178764247,0.02804014167650531,9655.67415,9655.67415
MIDHALF/USD,true,false,1,0.00001,0.00001,17992,17294,17346,17346,spot,MIDHALF,USD,NaN,false,true,-0.0008064516129032258,0.008136696501220505,0.004749768303985172,0,0
MIDHEDGE/USD,true,false,0.01,0.001,0.001,171.9,140.78,141.57,141.57,spot,MIDHEDGE,USD,NaN,false,true,-0.0002824659275474896,-0.016055045871559634,-0.009445843828715366,0,0
MKRBEAR/USD,true,false,2.5e-7,100,100,0.00064,0.00062875,0.00063975,0.00063975,spot,MKRBEAR,USD,NaN,false,true,0.015476190476190477,-0.0948001414927485,-0.020290964777947933,72117.888725,72117.888725
MKRBULL/USD,true,false,0.1,0.001,0.001,262.9,262,264.2,262.9,spot,MKRBULL,USD,NaN,false,true,-0.01016566265060241,0.07349938750510412,0.021764477263894286,92605.49125,92605.49125
OKBBEAR/USD,true,false,1e-8,100000,100000,0.00000232,0.0000023,0.00000235,0.00000232,spot,OKBBEAR,USD,NaN,false,true,-0.053061224489795916,-0.21885521885521886,-0.23684210526315788,4810.204,4810.204
OKBBULL/USD,true,false,0.025,0.001,0.001,58.7,58.2,58.7,58.7,spot,OKBBULL,USD,NaN,false,true,0.049151027703306524,0.216832504145937,0.2678185745140389,38288.13678,38288.13678
OKBHALF/USD,true,false,1,0.00001,0.00001,12321,17451,17521,17451,spot,OKBHALF,USD,NaN,false,true,0.009428505321610365,0.03548329674241975,0.043532858936793636,0,0
OKBHEDGE/USD,true,false,0.005,0.001,0.001,36.765,36.04,36.325,36.325,spot,OKBHEDGE,USD,NaN,false,true,-0.011967904256765945,-0.0723953013278856,-0.0875408188897262,20.036925,20.036925
PAXGBEAR/USD,true,false,2.5,0.00001,0.00001,6027.5,6405,6575,6405,spot,PAXGBEAR,USD,NaN,false,true,-0.002336448598130841,0.01586042823156225,0.014251781472684086,0,0
PAXGBULL/USD,true,false,1,0.00001,0.00001,5200,5158,5249,5200,spot,PAXGBULL,USD,NaN,false,true,0,-0.018867924528301886,-0.018682770334025288,7149.40027,7149.40027
PAXGHALF/USD,true,false,0.25,0.00001,0.00001,5661.5,5622.5,5655.5,5655.5,spot,PAXGHALF,USD,NaN,false,true,-0.00013259668508287293,-0.0014566320900463474,-0.0023813723760804373,11.039925,11.039925
PAXGHEDGE/USD,true,false,0.5,0.00001,0.00001,5294.5,5462,5520.5,5462,spot,PAXGHEDGE,USD,NaN,false,true,-0.0009145783793671117,0.003398548727840544,0.003951842661520081,0,0
PRIVBEAR/USD,true,false,0.00001,1,1,0.05089,0.04743,0.04829,0.04829,spot,PRIVBEAR,USD,NaN,false,true,-0.01207037643207856,-0.09314553990610329,-0.04734661668968238,3.461755,3.461755
PRIVBULL/USD,true,false,0.025,0.001,0.001,85,86.225,87.7,86.225,spot,PRIVBULL,USD,NaN,false,true,0.01054790506885438,0.06978908188585609,0.04641990291262136,310.975625,310.975625
PRIVHALF/USD,true,false,1,0.00001,0.00001,14530,15853,15917,15853,spot,PRIVHALF,USD,NaN,false,true,0.002022628152455597,0.014397235730739697,0.007627280238988114,0,0
PRIVHEDGE/USD,true,false,0.05,0.0001,0.0001,356.65,330.25,332.7,332.7,spot,PRIVHEDGE,USD,NaN,false,true,-0.0035938903863432167,-0.02974628171478565,-0.015097690941385435,0,0
SUSHIBEAR/USD,true,false,1e-8,1000000,1000000,1.7e-7,1.6e-7,1.7e-7,1.7e-7,spot,SUSHIBEAR,USD,NaN,false,true,0,-0.22727272727272727,-0.15,9421.26,9421.26
SUSHIBULL/USD,true,false,1e-7,100,100,0.0004519,0.0004512,0.0004534,0.0004519,spot,SUSHIBULL,USD,NaN,false,true,-0.013534162846540057,0.24046115838594564,0.18143790849673203,455153.58542,455153.58542
SXPBEAR/USD,true,false,1e-8,100000,100000,2.9e-7,2.9e-7,3e-7,2.9e-7,spot,SXPBEAR,USD,NaN,false,true,-0.03333333333333333,-0.06451612903225806,-0.06451612903225806,441.99,441.99
SXPBULL/USD,true,false,0.000005,10,10,0.01578,0.01568,0.015785,0.01578,spot,SXPBULL,USD,NaN,false,true,-0.0015817779183802593,0.052,0.06298416975412596,159924.66695,159924.66695
SXPHALF/USD,true,false,0.5,0.00001,0.00001,14194,14443.5,14489.5,14443.5,spot,SXPHALF,USD,NaN,false,true,0.00003461884650003462,0.0049399895634023305,0.006550750897243806,182.67678,182.67678
SXPHALF/USDT,true,false,0.5,0.00001,0.00001,14236.5,14443.5,14488.5,14443.5,spot,SXPHALF,USDT,NaN,false,true,0.00034629636042525193,0.0047302702514695144,0.006480610431692275,183.36612,183.3734546448
SXPHEDGE/USD,true,false,0.25,0.0001,0.0001,56.5,55.25,55.75,55.75,spot,SXPHEDGE,USD,NaN,false,true,0,-0.008888888888888889,-0.008888888888888889,94.29195,94.29195
THETABEAR/USD,true,false,1e-8,1000000,1000000,1e-7,9e-8,1e-7,1e-7,spot,THETABEAR,USD,NaN,false,true,0.25,-0.09090909090909091,-0.09090909090909091,108.13,108.13
THETABULL/USD,true,false,0.1,0.0001,0.0001,367.5,361.5,367.9,367.5,spot,THETABULL,USD,NaN,false,true,-0.01921537229783827,0.1523988711194732,0.20019595035924231,296608.93901,296608.93901
THETAHALF/USD,true,false,2.5,0.000001,0.000001,31957,32135,32300,32135,spot,THETAHALF,USD,NaN,false,true,-0.003565891472868217,0.020904152238142137,0.028978546269612552,4534.56036,4534.56036
THETAHEDGE/USD,true,false,0.0025,0.01,0.01,20.1925,19.92,20.1075,20.1075,spot,THETAHEDGE,USD,NaN,false,true,0.008400200601805416,-0.04703791469194313,-0.05984804208065459,26083.85065,26083.85065
TOMOBEAR2021/USD,true,false,0.01,0.01,0.01,29.8,28.67,28.88,28.88,spot,TOMOBEAR2021,USD,NaN,false,true,-0.03861517976031957,-0.2798004987531172,-0.1729667812142039,4065.44886,4065.44886
TOMOBULL/USD,true,false,0.000001,100,100,0.003001,0.002995,0.003037,0.003001,spot,TOMOBULL,USD,NaN,false,true,0.036256906077348064,0.30990833697075515,0.17135050741608118,21752.452325,21752.452325
TOMOHALF/USD,true,false,1,0.00001,0.00001,14059,20999,21111,20999,spot,TOMOHALF,USD,NaN,false,true,0.007291216961673143,0.05131671172524282,0.028505657050497134,0,0
TOMOHEDGE/USD,true,false,0.001,0.01,0.01,10.906,10.759,10.826,10.826,spot,TOMOHEDGE,USD,NaN,false,true,-0.007972143315312014,-0.09970893970893971,-0.05696864111498258,5.23488,5.23488
TRXBEAR/USD,true,false,1e-8,100000,100000,0.00000234,0.00000236,0.00000239,0.00000236,spot,TRXBEAR,USD,NaN,false,true,-0.008403361344537815,-0.08527131782945736,-0.08171206225680934,395.463,395.463
TRXBULL/USD,true,false,0.0001,1,1,0.2829,0.2821,0.2836,0.2829,spot,TRXBULL,USD,NaN,false,true,-0.0014119308153900459,0.07362428842504744,0.0839080459770115,39926.0691,39926.0691
TRXHALF/USD,true,false,1,0.00001,0.00001,17566,17481,17515,17515,spot,TRXHALF,USD,NaN,false,true,-0.0011405759908753922,0.014245179222884938,0.015538934307415783,7994.88602,7994.88602
TRXHEDGE/USD,true,false,0.01,0.001,0.001,95.71,95.45,95.63,95.63,spot,TRXHEDGE,USD,NaN,false,true,0.0004184538131603724,-0.02666666666666667,-0.027161749745676502,12639.24028,12639.24028
TRYBBEAR/USD,true,false,1,0.00001,0.00001,4136,4134,4227,4136,spot,TRYBBEAR,USD,NaN,false,true,0,0.015467714215565921,0.0187192118226601,204.48384,204.48384
TRYBBULL/USD,true,false,2.5,0.00001,0.00001,7825,7585,7722.5,7722.5,spot,TRYBBULL,USD,NaN,false,true,-0.0019386106623586429,-0.010886967659301952,-0.013099041533546326,0,0
TRYBHALF/USD,true,false,0.5,0.00001,0.00001,6748.5,6776,6804,6776,spot,TRYBHALF,USD,NaN,false,true,0.0003690854063630324,-0.0022822645954501952,-0.00301625836827779,0,0
TRYBHEDGE/USD,true,false,0.5,0.00001,0.00001,5077.5,4704,4745.5,4745.5,spot,TRYBHEDGE,USD,NaN,false,true,0.00021077036568658446,0.004232356364405883,0.006361997667267522,0,0
UNISWAPBEAR/USD,true,false,0.00001,1,1,0.04574,0.04699,0.0488,0.04699,spot,UNISWAPBEAR,USD,NaN,false,true,-0.019611934070519508,-0.0347165160230074,-0.0319324268644417,5512.65475,5512.65475
